"","Species","Region","Country","Origin"
"528","Acer saccharum","europe","Faroer","Unknown"
"529","Acer saccharum","europe","Finland","Unknown"
"530","Acer saccharum","europe","France","Unknown"
"531","Acer saccharum","europe","Germany","Unknown"
"532","Acer saccharum","europe","Greece","Unknown"
"533","Acer saccharum","europe","Ireland","Unknown"
"534","Acer saccharum","europe","Switzerland","Unknown"
"535","Acer saccharum","europe","Netherlands","Unknown"
"536","Acer saccharum","europe","Spain","Unknown"
"537","Acer saccharum","europe","Hungary","Unknown"
"538","Acer saccharum","europe","Iceland","Unknown"
"539","Acer saccharum","europe","Italy","Unknown"
"540","Acer saccharum","europe","Jugoslavia","Unknown"
"541","Acer saccharum","europe","Portugal","Unknown"
"542","Acer saccharum","europe","Norway","Unknown"
"543","Acer saccharum","europe","Poland","Unknown"
"544","Acer saccharum","europe","Romania","Unknown"
"545","Acer saccharum","europe","USSR","Unknown"
"546","Acer saccharum","europe","Sardegna","Unknown"
"547","Acer saccharum","europe","Svalbard","Unknown"
"548","Acer saccharum","europe","Sicilia","Unknown"
"549","Acer saccharum","europe","Sweden","Unknown"
"550","Acer saccharum","europe","Turkey","Unknown"
"551","Acer saccharum","europe","USSR_Northern_Division","Unknown"
"552","Acer saccharum","europe","USSR_Baltic_Division","Unknown"
"553","Acer saccharum","europe","USSR_Central_Division","Unknown"
"554","Acer saccharum","europe","USSR_South_western","Unknown"
"555","Acer saccharum","europe","USSR_Krym","Unknown"
"556","Acer saccharum","europe","USSRSouth_eastern_Division","Unknown"
"557","Achillea millefolium","america","Continental US","Unknown"
"558","Achillea millefolium","america","Alaska","Unknown"
"559","Achillea millefolium","america","Canada","Unknown"
"560","Achillea millefolium","america","Caribbean Territories","Unknown"
"561","Achillea millefolium","america","Central Pacific Territories","Unknown"
"562","Achillea millefolium","america","Hawaii","Unknown"
"563","Achillea millefolium","america","Mexico","Unknown"
"564","Achillea millefolium","europe","Albania","Unknown"
"565","Achillea millefolium","europe","Austria","Unknown"
"566","Achillea millefolium","europe","Azores","Unknown"
"567","Achillea millefolium","europe","Belgium","Unknown"
"568","Achillea millefolium","europe","Islas_Baleares","Unknown"
"569","Achillea millefolium","europe","Britain","Unknown"
"570","Achillea millefolium","europe","Bulgaria","Unknown"
"571","Achillea millefolium","europe","Corse","Unknown"
"572","Achillea millefolium","europe","Kriti","Unknown"
"573","Achillea millefolium","europe","Czechoslovakia","Unknown"
"574","Achillea millefolium","europe","Denmark","Unknown"
"575","Achillea millefolium","europe","Faroer","Unknown"
"576","Achillea millefolium","europe","Finland","Unknown"
"577","Achillea millefolium","europe","France","Unknown"
"578","Achillea millefolium","europe","Germany","Unknown"
"579","Achillea millefolium","europe","Greece","Unknown"
"580","Achillea millefolium","europe","Ireland","Unknown"
"581","Achillea millefolium","europe","Switzerland","Unknown"
"582","Achillea millefolium","europe","Netherlands","Unknown"
"583","Achillea millefolium","europe","Spain","Unknown"
"584","Achillea millefolium","europe","Hungary","Unknown"
"585","Achillea millefolium","europe","Iceland","Unknown"
"586","Achillea millefolium","europe","Italy","Unknown"
"587","Achillea millefolium","europe","Jugoslavia","Unknown"
"588","Achillea millefolium","europe","Portugal","Unknown"
"589","Achillea millefolium","europe","Norway","Unknown"
"590","Achillea millefolium","europe","Poland","Unknown"
"591","Achillea millefolium","europe","Romania","Unknown"
"592","Achillea millefolium","europe","USSR","Unknown"
"593","Achillea millefolium","europe","Sardegna","Unknown"
"594","Achillea millefolium","europe","Svalbard","Unknown"
"595","Achillea millefolium","europe","Sicilia","Unknown"
"596","Achillea millefolium","europe","Sweden","Unknown"
"597","Achillea millefolium","europe","Turkey","Unknown"
"598","Achillea millefolium","europe","USSR_Northern_Division","Unknown"
"599","Achillea millefolium","europe","USSR_Baltic_Division","Unknown"
"600","Achillea millefolium","europe","USSR_Central_Division","Unknown"
"601","Achillea millefolium","europe","USSR_South_western","Unknown"
"602","Achillea millefolium","europe","USSR_Krym","Unknown"
"603","Achillea millefolium","europe","USSRSouth_eastern_Division","Unknown"
"604","Acrachne racemosa","america","Continental US","Unknown"
"605","Acrachne racemosa","america","Alaska","Unknown"
"606","Acrachne racemosa","america","Canada","Unknown"
"607","Acrachne racemosa","america","Caribbean Territories","Unknown"
"608","Acrachne racemosa","america","Central Pacific Territories","Unknown"
"609","Acrachne racemosa","america","Hawaii","Unknown"
"610","Acrachne racemosa","america","Mexico","Unknown"
"611","Acrachne racemosa","europe","Albania","Unknown"
"612","Acrachne racemosa","europe","Austria","Unknown"
"613","Acrachne racemosa","europe","Azores","Unknown"
"614","Acrachne racemosa","europe","Belgium","Unknown"
"615","Acrachne racemosa","europe","Islas_Baleares","Unknown"
"616","Acrachne racemosa","europe","Britain","Unknown"
"617","Acrachne racemosa","europe","Bulgaria","Unknown"
"618","Acrachne racemosa","europe","Corse","Unknown"
"619","Acrachne racemosa","europe","Kriti","Unknown"
"620","Acrachne racemosa","europe","Czechoslovakia","Unknown"
"621","Acrachne racemosa","europe","Denmark","Unknown"
"622","Acrachne racemosa","europe","Faroer","Unknown"
"623","Acrachne racemosa","europe","Finland","Unknown"
"624","Acrachne racemosa","europe","France","Unknown"
"625","Acrachne racemosa","europe","Germany","Unknown"
"626","Acrachne racemosa","europe","Greece","Unknown"
"627","Acrachne racemosa","europe","Ireland","Unknown"
"628","Acrachne racemosa","europe","Switzerland","Unknown"
"629","Acrachne racemosa","europe","Netherlands","Unknown"
"630","Acrachne racemosa","europe","Spain","Unknown"
"631","Acrachne racemosa","europe","Hungary","Unknown"
"632","Acrachne racemosa","europe","Iceland","Unknown"
"633","Acrachne racemosa","europe","Italy","Unknown"
"634","Acrachne racemosa","europe","Jugoslavia","Unknown"
"635","Acrachne racemosa","europe","Portugal","Unknown"
"636","Acrachne racemosa","europe","Norway","Unknown"
"637","Acrachne racemosa","europe","Poland","Unknown"
"638","Acrachne racemosa","europe","Romania","Unknown"
"639","Acrachne racemosa","europe","USSR","Unknown"
"640","Acrachne racemosa","europe","Sardegna","Unknown"
"641","Acrachne racemosa","europe","Svalbard","Unknown"
"642","Acrachne racemosa","europe","Sicilia","Unknown"
"643","Acrachne racemosa","europe","Sweden","Unknown"
"644","Acrachne racemosa","europe","Turkey","Unknown"
"645","Acrachne racemosa","europe","USSR_Northern_Division","Unknown"
"646","Acrachne racemosa","europe","USSR_Baltic_Division","Unknown"
"647","Acrachne racemosa","europe","USSR_Central_Division","Unknown"
"648","Acrachne racemosa","europe","USSR_South_western","Unknown"
"649","Acrachne racemosa","europe","USSR_Krym","Unknown"
"650","Acrachne racemosa","europe","USSRSouth_eastern_Division","Unknown"
"651","Aegilops triuncialis","america","Continental US","Unknown"
"652","Aegilops triuncialis","america","Alaska","Unknown"
"653","Aegilops triuncialis","america","Canada","Unknown"
"654","Aegilops triuncialis","america","Caribbean Territories","Unknown"
"655","Aegilops triuncialis","america","Central Pacific Territories","Unknown"
"656","Aegilops triuncialis","america","Hawaii","Unknown"
"657","Aegilops triuncialis","america","Mexico","Unknown"
"658","Aegilops triuncialis","europe","Albania","Unknown"
"659","Aegilops triuncialis","europe","Austria","Unknown"
"660","Aegilops triuncialis","europe","Azores","Unknown"
"661","Aegilops triuncialis","europe","Belgium","Unknown"
"662","Aegilops triuncialis","europe","Islas_Baleares","Unknown"
"663","Aegilops triuncialis","europe","Britain","Unknown"
"664","Aegilops triuncialis","europe","Bulgaria","Unknown"
"665","Aegilops triuncialis","europe","Corse","Unknown"
"666","Aegilops triuncialis","europe","Kriti","Unknown"
"667","Aegilops triuncialis","europe","Czechoslovakia","Unknown"
"668","Aegilops triuncialis","europe","Denmark","Unknown"
"669","Aegilops triuncialis","europe","Faroer","Unknown"
"670","Aegilops triuncialis","europe","Finland","Unknown"
"671","Aegilops triuncialis","europe","France","Unknown"
"672","Aegilops triuncialis","europe","Germany","Unknown"
"673","Aegilops triuncialis","europe","Greece","Unknown"
"674","Aegilops triuncialis","europe","Ireland","Unknown"
"675","Aegilops triuncialis","europe","Switzerland","Unknown"
"676","Aegilops triuncialis","europe","Netherlands","Unknown"
"677","Aegilops triuncialis","europe","Spain","Unknown"
"678","Aegilops triuncialis","europe","Hungary","Unknown"
"679","Aegilops triuncialis","europe","Iceland","Unknown"
"680","Aegilops triuncialis","europe","Italy","Unknown"
"681","Aegilops triuncialis","europe","Jugoslavia","Unknown"
"682","Aegilops triuncialis","europe","Portugal","Unknown"
"683","Aegilops triuncialis","europe","Norway","Unknown"
"684","Aegilops triuncialis","europe","Poland","Unknown"
"685","Aegilops triuncialis","europe","Romania","Unknown"
"686","Aegilops triuncialis","europe","USSR","Unknown"
"687","Aegilops triuncialis","europe","Sardegna","Unknown"
"688","Aegilops triuncialis","europe","Svalbard","Unknown"
"689","Aegilops triuncialis","europe","Sicilia","Unknown"
"690","Aegilops triuncialis","europe","Sweden","Unknown"
"691","Aegilops triuncialis","europe","Turkey","Unknown"
"692","Aegilops triuncialis","europe","USSR_Northern_Division","Unknown"
"693","Aegilops triuncialis","europe","USSR_Baltic_Division","Unknown"
"694","Aegilops triuncialis","europe","USSR_Central_Division","Unknown"
"695","Aegilops triuncialis","europe","USSR_South_western","Unknown"
"696","Aegilops triuncialis","europe","USSR_Krym","Unknown"
"697","Aegilops triuncialis","europe","USSRSouth_eastern_Division","Unknown"
"698","Ageratina adenophora","america","Continental US","Unknown"
"699","Ageratina adenophora","america","Alaska","Unknown"
"700","Ageratina adenophora","america","Canada","Unknown"
"701","Ageratina adenophora","america","Caribbean Territories","Unknown"
"702","Ageratina adenophora","america","Central Pacific Territories","Unknown"
"703","Ageratina adenophora","america","Hawaii","Unknown"
"704","Ageratina adenophora","america","Mexico","Unknown"
"705","Ageratina adenophora","europe","Albania","Unknown"
"706","Ageratina adenophora","europe","Austria","Unknown"
"707","Ageratina adenophora","europe","Azores","Unknown"
"708","Ageratina adenophora","europe","Belgium","Unknown"
"709","Ageratina adenophora","europe","Islas_Baleares","Unknown"
"710","Ageratina adenophora","europe","Britain","Unknown"
"711","Ageratina adenophora","europe","Bulgaria","Unknown"
"712","Ageratina adenophora","europe","Corse","Unknown"
"713","Ageratina adenophora","europe","Kriti","Unknown"
"714","Ageratina adenophora","europe","Czechoslovakia","Unknown"
"715","Ageratina adenophora","europe","Denmark","Unknown"
"716","Ageratina adenophora","europe","Faroer","Unknown"
"717","Ageratina adenophora","europe","Finland","Unknown"
"718","Ageratina adenophora","europe","France","Unknown"
"719","Ageratina adenophora","europe","Germany","Unknown"
"720","Ageratina adenophora","europe","Greece","Unknown"
"721","Ageratina adenophora","europe","Ireland","Unknown"
"722","Ageratina adenophora","europe","Switzerland","Unknown"
"723","Ageratina adenophora","europe","Netherlands","Unknown"
"724","Ageratina adenophora","europe","Spain","Unknown"
"725","Ageratina adenophora","europe","Hungary","Unknown"
"726","Ageratina adenophora","europe","Iceland","Unknown"
"727","Ageratina adenophora","europe","Italy","Unknown"
"728","Ageratina adenophora","europe","Jugoslavia","Unknown"
"729","Ageratina adenophora","europe","Portugal","Unknown"
"730","Ageratina adenophora","europe","Norway","Unknown"
"731","Ageratina adenophora","europe","Poland","Unknown"
"732","Ageratina adenophora","europe","Romania","Unknown"
"733","Ageratina adenophora","europe","USSR","Unknown"
"734","Ageratina adenophora","europe","Sardegna","Unknown"
"735","Ageratina adenophora","europe","Svalbard","Unknown"
"736","Ageratina adenophora","europe","Sicilia","Unknown"
"737","Ageratina adenophora","europe","Sweden","Unknown"
"738","Ageratina adenophora","europe","Turkey","Unknown"
"739","Ageratina adenophora","europe","USSR_Northern_Division","Unknown"
"740","Ageratina adenophora","europe","USSR_Baltic_Division","Unknown"
"741","Ageratina adenophora","europe","USSR_Central_Division","Unknown"
"742","Ageratina adenophora","europe","USSR_South_western","Unknown"
"743","Ageratina adenophora","europe","USSR_Krym","Unknown"
"744","Ageratina adenophora","europe","USSRSouth_eastern_Division","Unknown"
"745","Agropyron cristatum","america","Continental US","Unknown"
"746","Agropyron cristatum","america","Alaska","Unknown"
"747","Agropyron cristatum","america","Canada","Unknown"
"748","Agropyron cristatum","america","Caribbean Territories","Unknown"
"749","Agropyron cristatum","america","Central Pacific Territories","Unknown"
"750","Agropyron cristatum","america","Hawaii","Unknown"
"751","Agropyron cristatum","america","Mexico","Unknown"
"752","Agropyron cristatum","europe","Albania","Unknown"
"753","Agropyron cristatum","europe","Austria","Unknown"
"754","Agropyron cristatum","europe","Azores","Unknown"
"755","Agropyron cristatum","europe","Belgium","Unknown"
"756","Agropyron cristatum","europe","Islas_Baleares","Unknown"
"757","Agropyron cristatum","europe","Britain","Unknown"
"758","Agropyron cristatum","europe","Bulgaria","Unknown"
"759","Agropyron cristatum","europe","Corse","Unknown"
"760","Agropyron cristatum","europe","Kriti","Unknown"
"761","Agropyron cristatum","europe","Czechoslovakia","Unknown"
"762","Agropyron cristatum","europe","Denmark","Unknown"
"763","Agropyron cristatum","europe","Faroer","Unknown"
"764","Agropyron cristatum","europe","Finland","Unknown"
"765","Agropyron cristatum","europe","France","Unknown"
"766","Agropyron cristatum","europe","Germany","Unknown"
"767","Agropyron cristatum","europe","Greece","Unknown"
"768","Agropyron cristatum","europe","Ireland","Unknown"
"769","Agropyron cristatum","europe","Switzerland","Unknown"
"770","Agropyron cristatum","europe","Netherlands","Unknown"
"771","Agropyron cristatum","europe","Spain","Unknown"
"772","Agropyron cristatum","europe","Hungary","Unknown"
"773","Agropyron cristatum","europe","Iceland","Unknown"
"774","Agropyron cristatum","europe","Italy","Unknown"
"775","Agropyron cristatum","europe","Jugoslavia","Unknown"
"776","Agropyron cristatum","europe","Portugal","Unknown"
"777","Agropyron cristatum","europe","Norway","Unknown"
"778","Agropyron cristatum","europe","Poland","Unknown"
"779","Agropyron cristatum","europe","Romania","Unknown"
"780","Agropyron cristatum","europe","USSR","Unknown"
"781","Agropyron cristatum","europe","Sardegna","Unknown"
"782","Agropyron cristatum","europe","Svalbard","Unknown"
"783","Agropyron cristatum","europe","Sicilia","Unknown"
"784","Agropyron cristatum","europe","Sweden","Unknown"
"785","Agropyron cristatum","europe","Turkey","Unknown"
"786","Agropyron cristatum","europe","USSR_Northern_Division","Unknown"
"787","Agropyron cristatum","europe","USSR_Baltic_Division","Unknown"
"788","Agropyron cristatum","europe","USSR_Central_Division","Unknown"
"789","Agropyron cristatum","europe","USSR_South_western","Unknown"
"790","Agropyron cristatum","europe","USSR_Krym","Unknown"
"791","Agropyron cristatum","europe","USSRSouth_eastern_Division","Unknown"
"792","Agrostis hallii","america","Continental US","Unknown"
